word,indicativeness
inferior,6.444073676659034e-06
cleaner,6.444073676659034e-06
promising,6.444073676659034e-06
immune,6.444073676659034e-06
desperate,6.393492387244874e-06
sincere,5.9189869725173e-06
hectic,5.9189869725173e-06
weak,5.777146612582746e-06
smallest,5.734608174611346e-06
runny,5.680282491606131e-06
certain,5.392147715387761e-06
domestic,5.378841552799049e-06
promotional,5.378841552799049e-06
21st,5.378841552799049e-06
vacant,5.378841552799049e-06
hopeful,5.378841552799049e-06
tech,5.378841552799049e-06
heck,5.378841552799049e-06
hospital,5.378841552799049e-06
unfair,5.378841552799049e-06
necessary,5.224525582679827e-06
rental,5.224525582679827e-06
smart,5.138917513328903e-06
attached,5.1158626105123475e-06
technical,5.1158626105123475e-06
portable,5.1158626105123475e-06
fussy,5.1158626105123475e-06
prospective,5.1158626105123475e-06
valiant,5.1158626105123475e-06
customary,5.1158626105123475e-06
unclean,5.1158626105123475e-06
fixed,5.1158626105123475e-06
executive,5.1158626105123475e-06
inadequate,5.1158626105123475e-06
constructive,5.1158626105123475e-06
obscene,5.1158626105123475e-06
naked,5.1158626105123475e-06
anymore,5.1158626105123475e-06
slowest,5.1158626105123475e-06
appalling,5.1158626105123475e-06
ex,5.1158626105123475e-06
unclear,5.1158626105123475e-06
c,5.1158626105123475e-06
stewed,5.1158626105123475e-06
eligible,5.1158626105123475e-06
$20,5.1158626105123475e-06
marginal,5.1158626105123475e-06
passive,5.1158626105123475e-06
loud,5.098583255963493e-06
offensive,5.067611009469775e-06
harsh,5.067611009469775e-06
undercooked,5.067611009469775e-06
mean,4.974649818571373e-06
acceptable,4.8187461720297075e-06
fake,4.613204333454313e-06
recent,4.598916854489024e-06
deceptive,4.439240229387974e-06
slim,4.439240229387974e-06
priceless,4.439240229387974e-06
reserved,4.439240229387974e-06
strict,4.439240229387974e-06
advanced,4.439240229387974e-06
avid,4.439240229387974e-06
absurd,4.439240229387974e-06
below,4.439240229387974e-06
move-out,4.401099988372847e-06
hateful,4.401099988372847e-06
inhabitable,4.401099988372847e-06
one-sided,4.401099988372847e-06
crazier,4.401099988372847e-06
do,4.401099988372847e-06
avgerage,4.401099988372847e-06
service..ineffective,4.401099988372847e-06
-solid,4.401099988372847e-06
gutless,4.401099988372847e-06
amateur,4.401099988372847e-06
administrative,4.401099988372847e-06
off-colored,4.401099988372847e-06
preprepared,4.401099988372847e-06
crudy,4.401099988372847e-06
unwatchable,4.401099988372847e-06
falooda,4.401099988372847e-06
coolatta,4.401099988372847e-06
chubby,4.401099988372847e-06
helpless,4.401099988372847e-06
nonrefundable,4.401099988372847e-06
in-line,4.401099988372847e-06
textured,4.401099988372847e-06
...sliced,4.401099988372847e-06
disappointin,4.401099988372847e-06
undeniable,4.401099988372847e-06
dry/tasteless,4.401099988372847e-06
topical,4.401099988372847e-06
snottiest,4.401099988372847e-06
desolate,4.401099988372847e-06
explicit,4.401099988372847e-06
scalloped,4.401099988372847e-06
watchful,4.401099988372847e-06
hazel,4.401099988372847e-06
coincidental,4.401099988372847e-06
full-scale,4.401099988372847e-06
finger-smudged,4.401099988372847e-06
unconscious,4.401099988372847e-06
quesadillas,4.401099988372847e-06
preventive,4.401099988372847e-06
pain,4.401099988372847e-06
ahwatukee,4.401099988372847e-06
any/all,4.401099988372847e-06
forgone,4.401099988372847e-06
overage,4.401099988372847e-06
revised,4.401099988372847e-06
disproportional,4.401099988372847e-06
uninhabitable,4.401099988372847e-06
unsympathetic,4.401099988372847e-06
overheated,4.401099988372847e-06
54th,4.401099988372847e-06
story-avoid,4.401099988372847e-06
over-responded,4.401099988372847e-06
sh*tty-est,4.401099988372847e-06
overcharge,4.401099988372847e-06
transitional,4.401099988372847e-06
wildest,4.401099988372847e-06
semi-nice,4.401099988372847e-06
inexcusable,4.401099988372847e-06
prorated,4.401099988372847e-06
dotted,4.401099988372847e-06
-big,4.401099988372847e-06
boldfaced,4.401099988372847e-06
insistent,4.401099988372847e-06
alittle,4.401099988372847e-06
sleezy,4.401099988372847e-06
ejuice,4.401099988372847e-06
fireproof,4.401099988372847e-06
fruitless,4.401099988372847e-06
par,4.401099988372847e-06
unreserved,4.401099988372847e-06
whacky,4.401099988372847e-06
60-minute,4.401099988372847e-06
ickier,4.401099988372847e-06
italian-like,4.401099988372847e-06
retention,4.401099988372847e-06
conflicted,4.401099988372847e-06
pastey,4.401099988372847e-06
gna,4.401099988372847e-06
unassigned,4.401099988372847e-06
crappie,4.401099988372847e-06
presurgical,4.401099988372847e-06
shifty,4.401099988372847e-06
bumpy,4.401099988372847e-06
non-sexual,4.401099988372847e-06
unreturend,4.401099988372847e-06
bankrupt,4.401099988372847e-06
beverly,4.401099988372847e-06
vinegar-ridden,4.401099988372847e-06
offline,4.401099988372847e-06
compact,4.401099988372847e-06
assigned,4.401099988372847e-06
chestnut,4.401099988372847e-06
expired,4.401099988372847e-06
sunburnt,4.401099988372847e-06
-bullshit,4.401099988372847e-06
systematic,4.401099988372847e-06
armourall,4.401099988372847e-06
homesick,4.401099988372847e-06
kadhai,4.401099988372847e-06
sooo,4.401099988372847e-06
baffled,4.401099988372847e-06
childish,4.401099988372847e-06
unexplained,4.401099988372847e-06
cray,4.401099988372847e-06
credit/debit,4.401099988372847e-06
naive,4.401099988372847e-06
foul--just,4.401099988372847e-06
not-a-real,4.401099988372847e-06
ice-cream-scooped,4.401099988372847e-06
sadest,4.401099988372847e-06
menopausal,4.401099988372847e-06
incidental,4.401099988372847e-06
blackest,4.401099988372847e-06
standoffish,4.401099988372847e-06
unflinching,4.401099988372847e-06
2-year,4.401099988372847e-06
undigestsble,4.401099988372847e-06
no-showed,4.401099988372847e-06
flavor--which,4.401099988372847e-06
20ishmin,4.401099988372847e-06
seethrough,4.401099988372847e-06
kippered,4.401099988372847e-06
unsatisfied,4.401099988372847e-06
fanatic,4.401099988372847e-06
demented,4.401099988372847e-06
disconnected,4.401099988372847e-06
40th,4.401099988372847e-06
oversauced,4.401099988372847e-06
bummed,4.401099988372847e-06
unstable,4.401099988372847e-06
notsk,4.401099988372847e-06
dumbest,4.401099988372847e-06
unconvincing,4.401099988372847e-06
hasty,4.401099988372847e-06
noisiest,4.401099988372847e-06
gluten-y,4.401099988372847e-06
chinese/american,4.401099988372847e-06
-bad,4.401099988372847e-06
made.,4.401099988372847e-06
phony,4.401099988372847e-06
overcook,4.401099988372847e-06
casual,aggressive,4.401099988372847e-06
money-grabbing,4.401099988372847e-06
under-poured,4.401099988372847e-06
over-rated,4.401099988372847e-06
clean/comfortable,4.401099988372847e-06
misshaped,4.401099988372847e-06
fetal,4.401099988372847e-06
http://www.bbb.org/southern-nevada/business-reviews/apartments/rebel-place-apartments-in-las-vegas-nv-82004,4.401099988372847e-06
clogged,4.401099988372847e-06
incompetant,4.401099988372847e-06
regulr,4.401099988372847e-06
small-talk,4.401099988372847e-06
$90,4.401099988372847e-06
weighted,4.401099988372847e-06
natural-looking,4.401099988372847e-06
interested,4.401099988372847e-06
hole-in-the-wall/college,4.401099988372847e-06
lanuage,4.401099988372847e-06
mythical,4.401099988372847e-06
str8,4.401099988372847e-06
driest,4.401099988372847e-06
nice,,4.401099988372847e-06
cross-countried,4.401099988372847e-06
virginia,4.401099988372847e-06
rmuscle,4.401099988372847e-06
restrictive,4.401099988372847e-06
accidental,4.401099988372847e-06
3mb,4.401099988372847e-06
in-full,4.401099988372847e-06
unsleepable,4.401099988372847e-06
rolls,baked,4.401099988372847e-06
scottsdale,4.401099988372847e-06
disaster--undersized,4.401099988372847e-06
early-season,4.401099988372847e-06
godawful,4.401099988372847e-06
capriottis,4.401099988372847e-06
despicable,4.401099988372847e-06
prolific,4.401099988372847e-06
onq,4.401099988372847e-06
navy,4.401099988372847e-06
way-too,4.401099988372847e-06
over-corrected,4.401099988372847e-06
asinine,4.401099988372847e-06
used,4.401099988372847e-06
interpersonal,4.401099988372847e-06
whack,4.401099988372847e-06
put-off,4.401099988372847e-06
associated,4.401099988372847e-06
over-brewed,4.401099988372847e-06
awaited,4.401099988372847e-06
sub-standard,4.401099988372847e-06
not-so-premium,4.401099988372847e-06
un-eaten,4.401099988372847e-06
jelly,4.401099988372847e-06
disrectful,4.401099988372847e-06
brainless,4.401099988372847e-06
annoyed/disappointed,4.401099988372847e-06
burly,4.401099988372847e-06
sone,4.401099988372847e-06
communistic,4.401099988372847e-06
half-fast,4.401099988372847e-06
no-filre,4.401099988372847e-06
move-in,4.401099988372847e-06
hapless,4.401099988372847e-06
receipted,4.401099988372847e-06
starless,4.401099988372847e-06
mason,4.401099988372847e-06
idealistic,4.401099988372847e-06
smart-alec,4.401099988372847e-06
selfless,4.401099988372847e-06
stuck,4.401099988372847e-06
concealed,4.401099988372847e-06
wide----wider,4.401099988372847e-06
afloat,4.401099988372847e-06
cumulative,4.401099988372847e-06
daughter-in-law,4.401099988372847e-06
off-strip,4.401099988372847e-06
disgustingly,4.401099988372847e-06
bar/dog,4.401099988372847e-06
waitressing,4.401099988372847e-06
-homeless,4.401099988372847e-06
public-facing,4.401099988372847e-06
2-page,4.401099988372847e-06
brkfst,4.401099988372847e-06
unprofessionalism,4.401099988372847e-06
blah.,4.401099988372847e-06
also-frustrated,4.401099988372847e-06
insured,4.401099988372847e-06
heartless,4.401099988372847e-06
teased,4.401099988372847e-06
excusable,4.401099988372847e-06
worse-,4.401099988372847e-06
unfocused,4.401099988372847e-06
prototypical,4.401099988372847e-06
bossy,4.401099988372847e-06
half-tail,4.401099988372847e-06
..last,4.401099988372847e-06
*****bed,4.401099988372847e-06
waxy,4.401099988372847e-06
swiss-made,4.401099988372847e-06
irritated,4.401099988372847e-06
8am,4.401099988372847e-06
whiney,4.401099988372847e-06
neglegant,4.401099988372847e-06
co-ed,4.401099988372847e-06
filthiest,4.401099988372847e-06
assed,4.401099988372847e-06
frostbite,4.401099988372847e-06
imposable,4.401099988372847e-06
out-of-state,4.401099988372847e-06
unknowledgeable,4.401099988372847e-06
6pm--,4.401099988372847e-06
shun,4.401099988372847e-06
ruthless,4.401099988372847e-06
back...worst,4.401099988372847e-06
racial,4.401099988372847e-06
frivolous,4.401099988372847e-06
grey-green,4.401099988372847e-06
lime-a-ritas,4.401099988372847e-06
nit,4.401099988372847e-06
overgrown,4.401099988372847e-06
soltani,4.401099988372847e-06
canoe--same,4.401099988372847e-06
gleeful,4.401099988372847e-06
one-star,4.401099988372847e-06
unentertaining,4.401099988372847e-06
lipoflow,4.401099988372847e-06
at-all,4.401099988372847e-06
resistant,4.401099988372847e-06
unattractive,4.401099988372847e-06
non-fancy,4.401099988372847e-06
provalone,4.401099988372847e-06
brown/reddish,4.401099988372847e-06
except,4.401099988372847e-06
lamb-shish,4.401099988372847e-06
yuppy,4.401099988372847e-06
retarded,4.401099988372847e-06
sexualized,4.401099988372847e-06
rules/,4.401099988372847e-06
iranian,4.401099988372847e-06
loathe,4.401099988372847e-06
returnable,4.401099988372847e-06
dandy,4.401099988372847e-06
unmotivated,4.401099988372847e-06
over-crowded,4.401099988372847e-06
arterial,4.401099988372847e-06
over-exaggerated,4.401099988372847e-06
toothbrushing,4.401099988372847e-06
barg,4.401099988372847e-06
bulky,4.401099988372847e-06
janky,4.401099988372847e-06
non-italian,4.401099988372847e-06
meagre,4.401099988372847e-06
embarassed,4.401099988372847e-06
dodgy,4.401099988372847e-06
dirtbag,4.401099988372847e-06
sparkly,4.401099988372847e-06
terrifying,4.401099988372847e-06
manicured,4.401099988372847e-06
primo,4.401099988372847e-06
acrid,4.401099988372847e-06
greasy-spoon,4.401099988372847e-06
streaky,4.401099988372847e-06
monday,4.401099988372847e-06
imparative,4.401099988372847e-06
delayed,4.401099988372847e-06
designated,4.401099988372847e-06
fahgetaboutit,4.401099988372847e-06
crapy,4.401099988372847e-06
forceful,4.401099988372847e-06
soapy,4.401099988372847e-06
retox,4.401099988372847e-06
unforgivable,4.401099988372847e-06
specfic,4.401099988372847e-06
distasteful,4.401099988372847e-06
apauld,4.401099988372847e-06
witless,4.401099988372847e-06
pencil,4.401099988372847e-06
twelve,4.401099988372847e-06
inconclusive,4.401099988372847e-06
14th,4.401099988372847e-06
driver/deliverer/technician/installer,4.401099988372847e-06
fit,4.401099988372847e-06
unbalanced,4.401099988372847e-06
suprise,4.401099988372847e-06
rubbery"and,4.401099988372847e-06
beaded,4.401099988372847e-06
arrowhead,4.401099988372847e-06
blasé,4.401099988372847e-06
isolated,4.401099988372847e-06
additiinal,4.401099988372847e-06
cancelled,4.401099988372847e-06
unthoughtful,4.401099988372847e-06
t.ook,4.401099988372847e-06
antagonistic,4.401099988372847e-06
plush-modern,4.401099988372847e-06
misguided,4.401099988372847e-06
skittish,4.401099988372847e-06
vapid,4.401099988372847e-06
lookout,4.401099988372847e-06
advertised,4.401099988372847e-06
negilent,4.401099988372847e-06
------------------------------------------------------------------------------------------,4.401099988372847e-06
.this,4.401099988372847e-06
shawama,4.401099988372847e-06
busy/crowded,4.401099988372847e-06
lounge-style,4.401099988372847e-06
baaaad,4.401099988372847e-06
uphill,4.401099988372847e-06
reborn,4.401099988372847e-06
inconvinced,4.401099988372847e-06
ragged,4.401099988372847e-06
underage,4.401099988372847e-06
chemical-flavor,4.401099988372847e-06
secured,4.401099988372847e-06
japanese-american,4.401099988372847e-06
intolerable,4.401099988372847e-06
guffawed,4.401099988372847e-06
lethargic,4.401099988372847e-06
rancid,4.401099988372847e-06
off-campus,4.401099988372847e-06
rife,4.401099988372847e-06
27th,4.401099988372847e-06
dinesafe,4.401099988372847e-06
crappiest,4.401099988372847e-06
salt/spice,4.401099988372847e-06
bland-,4.401099988372847e-06
survice,4.401099988372847e-06
kosher-style,4.401099988372847e-06
lax,4.401099988372847e-06
cheapeast,4.401099988372847e-06
smelly,4.401099988372847e-06
condescended,4.401099988372847e-06
uniformed,4.401099988372847e-06
tantamount,4.401099988372847e-06
drive-thru,4.401099988372847e-06
spoilt,4.401099988372847e-06
drafty,4.401099988372847e-06
baddest,4.401099988372847e-06
minium,4.401099988372847e-06
,found,4.401099988372847e-06
civilian,4.401099988372847e-06
angus,4.401099988372847e-06
snails,4.401099988372847e-06
upsetting,4.401099988372847e-06
rusted,4.401099988372847e-06
neighbouring,4.401099988372847e-06
undeserved,4.401099988372847e-06
addional,4.401099988372847e-06
driven,4.401099988372847e-06
by-product,4.401099988372847e-06
unimaginative,4.401099988372847e-06
demeaning,4.401099988372847e-06
uncontrolled,4.401099988372847e-06
cognitive,4.401099988372847e-06
regal,4.401099988372847e-06
12yr,4.401099988372847e-06
dryest,4.401099988372847e-06
under-warranty,4.401099988372847e-06
renaissance,4.401099988372847e-06
let-down,4.401099988372847e-06
sunday,4.401099988372847e-06
